text,,rate
Can't wait to get back home. Nashville to LAX only on @AmericanAir #FirstClass #Platinum #OneWorld http://t.co/kAiMF9bl1Q,1,0
This is last straw I will never fly @United again,0,0
@united We are waiting,1,0
Bison meatloaf. ricotta gnudi and lentil salad on a late night @JetBlue flight to #LAX. #travel http://t.co/X0Sw9xmLMX,1,0
@JetBlue Can't wait for my flight with JETBLUE_ tomorrow!! Jamaica Here I Come !!,1,0
Still have not heard back from @VirginAmerica waiting on guest services forever!,0,0
Can't wait to get to Florida! #wintervacation @jetblue http://t.co/w0VbtwaLTK,1,0
@AmericanAir are you having issues processing online payments? I can't seem to book any flights.,1,0
Made it to my @SouthwestAir . Can't wait to get to . For one whole week. ,1,0
@JetBlue Do you guys have any late night flights from LGB to SLC on May 25th?,1,0
@AlaskaAir Maybe ask the person what their medical issue is before you kick them off a plane next time? https://t.co/XrlyvHdy8U #commonsense,0,0
"@DeltaAssist trying to redeem a companion certificate.  Every time I get to the last ""purchase"" step. I get kicked back to the search screen",1,0
@VirginAmerica a little concerned about whoever is adding up status points recently. Known issue?,1,0
@DeltaAssist is there an issue booking flights online currently?,1,0
@SouthwestAir on a typical flight from MCO to LAX w/ a layover without plane switching. how many times on average do they come around with,1,0
New non-stop from Reno to NYC just announced from @JetBlue.  Heck they'll even bring ya back!,1,0
New non-stop flights from NYC to Lake Tahoe on @JetBlue just announced. Hey New York. can__t wait to ski with you!,1,0
@JetBlue yet another late flight. Can't believe we paid $50 each to switch to this one.,0,0
Instagram : by airmale - #SilverJet at #Sunset: @Americanair #B737 gleaming in the late afternoon in #MIA #avgeek #__ http://t.co/Vg5Am4VCqh,1,0
Kicking off another day of Live In The Vineyard with @SouthwestAir...this really is #CardmemberLUV http://t.co/EtiUBsvFDQ,1,0
That awk moment when the @SouthwestAir pilot says there's a mechanical prob &amp; then a maintenance guy shows up w/ duct tape. #hopeitsgoodtape,1,0
@united will you issue a travel waiver for the upcoming nor'easter affecting EWR tomorrow-Tuesday?,1,0
How are going over sell a flight and expect someone to wait until tomorrow to catch another flight? Come on now @AmericanAir,0,0
Kicking it on @SouthwestAir about to visit BWI http://t.co/4NL5kjStVv,1,0
.@AlaskaAir The difference in fare makes sense and a change fee of $50- $75. but $200+ is disgraceful. I'll never book #AlaskaAir again.,0,0
@DeltaAssist tried to book seats so my 7 yr old could sit with me. was told it could not be done. I'd have to try switch.,1,0
@JetBlue I'm already checked in for a flight from BOS to PIT tomorrow. Can you un-confirm me so I can switch my flight online?,1,0
@AmericanAir I've been waiting for vouchers to be mailed to me for almost a month now. I have to book my trip. what's taking so long?,0,0
Still waiting on those @JetBlue flights to Antigua .................,1,0
by sfo_airplane_guyAmerican 767-300 kicking up TONS of spray departing from SFO. @americanair #americanair #america__ http://t.co/k9AjEVI74g,1,0
@AlaskaAir I may have missed the memo... do you sell non-stop. OW reward flts for 20k now? I see connections are the reg 12.5k. :-(,1,0
If @JetBlue is showing #ElClasico I will never fly another airline again #HalaMadrid,1,0
Waiting for @SouthwestAir like... http://t.co/GiP4DQBvmU,1,0
@DeltaAssist you move my seat &amp; dont  tell me. Whats the point of me picking my seat and it be taken for someone else. Will never fly Delta.,0,0
@AmericanAir can't wait to see AirCal and TWA jets. Suggestion put AirCal on  a 737-800 as they flew mostly 737s,1,0
@SouthwestAir I booked flight yesterday to Austin. Why do you never have promotional codes for that or Birthday discounts just asking?,1,0
@VirginAmerica See you on Sep 18th. BOS to LAX. Can't wait,1,0
@AmericanAir I can't wait to see the American Airlines Boeing 787 #newAmerican,1,0
@SouthwestAir since when does your purse count as a third bag? Was made to check a bag b/c of my purse! #NOTokay,0,0
@JetBlue not again!!! Delayed!!.,0,0
@JetBlue When will May 2015 tickets go on sale? Bought a O/W departure for late April but need a first week May return. #DontLeaveMeStranded,1,0
@VirginAmerica switched my reservation from JFK to Newark without letting me know. and now I'm on standby for the flight I purchased. Cray.,0,0
@united does not have enough wheelchair assistants so the disabled is just waiting around in chairs,0,0
@SouthwestAir Shary at DIA is great!Wasn't going to be able to get home due to Joe Biden. but she found a way. A little late. but still home,1,0
@united any idea when you'll find a crew? We're going on two hrs late here #ua82,0,0
@AmericanAir very confused_ DFW-ORD gets breakfast but the longer nonstop AUS-ORD doesn't?  How's that work?,0,0
5 hour flight with the smell of pee in the air. Oh baby I _ @AmericanAir,0,0
So today @united is definitely not my friend. Sigh,0,-0.0005
@SouthwestAir ruins our $400 Orbit carseat. gives $225 in travel vouchers that we cannot use. Bad business,0,-0.0129
@JetBlue super disappointed right now. Flight CHS 1473 is delayed to 1:30am because the flight from ft. Lauderdale hasn't left yet?,0,-0.0258
"I was ""automatically"" booked for a flight that would leave for home tomorrow morning but my bags were going elsewhere #umwhat @AlaskaAir",0,-0.0258
@DeltaAssist closed sky priority security at DTW early? Ridiculous at a hub.,0,-0.0258
"Depressing: ""Your expected wait time is greater than 20 mins."" @jetblue #fail",0,-0.0258
Well. @AlaskaAir Central Baggage knows as little as I do. We're  missing all of our snowboard gear and outerwear. What now? #iFlyAlaska,0,-0.0258
@AmericanAir #Airport #Petpeeve When your flight says on time to leave in 20 min but the inbound isnt here.  #letsbehonest #roadwarrior,0,-0.0258
I like @AmericanAir__s #NewAmerican livery but will miss the reflective bare metal #MD80 belly. #AmericanView #AvGeek http://t.co/XM6xChr23V,1,-0.0387
Thanks @AlaskaAir for screwing me over this morning with a BS check in window. Missed my flight.,0,-0.0516
@DeltaAssist What happened to your Delta Flight #1150 passengers? Supposed to leave 07:14 am today.,0,-0.0516
.@AmericanAir in LA doesn't seem to know when planes are coming in. via our cot. the gate's blocked...by a plane that already asked to leave,0,-0.0516
Each time I fly @united they always find a way to make me never want to fly them again ,0,-0.0572
@United after 20 years and almost a Million miles I am done with United. Since the merger service is terrible an now fares are way 2 high,0,-0.0772
I guess Pelosi just lost her 757 private jet.  Time to sign up for @AmericanAir  Advantage program.,1,-0.0772
"Lol. is it sad that I saw @VirginAmerica A320 with sharklets and knew it was ""Jersey Girl"" before even looking at the name?",1,-0.0772
@AmericanAir gets a serious #fail from this #platinum #frequentflyer today. #americanairlines,0,-0.0772
My dream of staying longer in #aruba did not include a 2.5 hour delay @deltaassist #bummer #delta #missedconnection AUA-ATL-MSP,0,-0.0772
@JetBlue the charging station at your SeaTac gates is about as inconvenient as possible. Well done.,0,-0.0772
"@AmericanAir ""Regrettably. there will be no further communication from our office regarding this matter."" are u joking? #badcustomerservice",0,-0.0772
I really think @AlaskaAir needs to throw us a few bonus miles since our 90 minute flight was delayed 2 hours. #couldhavedrovehomebynow :(,0,-0.0772
Oh okay. So we can delay our flight time for 6 people to board but you couldn't do that for us at 5 am. @AmericanAir?,0,-0.0854
@united hopefully the kids don't leave any of there gifts aboard. None of the items will be returned. Thieves run EWR.,0,-0.0905
Whats wrong with @AmericanAir ?? 5hr in Bogota. Flight 916 BOG-MIA. Lost my connections!!,0,-0.7464
@JetBlue Denied Mosaic status due to a technicality! I'm very upset! Time to find a new carrier...,0,-0.7489
@united Volunteered to check my carry-on bc there wasn't space--and my bag was damaged. Very disappointing. http://t.co/gYozmWNdSd,0,-0.7501
@united is getting some seriously bad press today.  No response yet?,0,-0.7506
24 channels are bad enough. @VirginAmerica. but 6 are unwatchable and 1 is broken. That leaves 17. #firstworldproblems,0,-0.7506
Just missed first flight ever. Made 20-50 a year for years. no problem til now. Zero sympathy from @virginamerica staff. Ugh.,0,-0.7506
What happened with @united from LAX to Houston was so unprofessional. I got delayed a whole day because there was not enough fuel to handle,0,-0.751
@JetBlue Still no word or apology from the CEO for last Saturdays #Flight136 from Phoenix to JFK.   I fill so bad for all those passengers,0,-0.7573
45 mins waiting for more fuel in DSM. 20 mins waiting for a jet bridge in ORD. missed my flight @AmericanAir you're once again dead to me,0,-0.7579
@AmericanAir switched planes. waited to take excess gas out. taxied. broken windshield wiper. Disgusted by service and negligence of crew,0,-0.7579
@AmericanAir stats: -8 hr delay -2 mechanical failures -45mins on runway -10 mins to deplane -2 connecting flights missed #disaster ORD&gt;LHR,0,-0.7579
@VirginAmerica I hate you. VAA. now that you stopped flying to Philly. You were my best way to get home. now I'm screwed. :(,0,-0.7579
@SouthwestAir Been stuck at MDW since 2 pm and now my flight is delayed til 11:35 pm... got any drink vouchers to spare for this poor guy?,0,-0.7597
Explain how this shit happened in your care? I'm highly pissed off @SouthwestAir http://t.co/PsnKEm4Jho,0,-0.761
Not sure why @AlaskaAir calls itself number 1!!! How can you not know how many hours your pilots have done?? Why should the customer suffer?,0,-0.7634
It's 2015 and @united continues to overbook flights -- causing major stress and grief for their passengers! Never again!,0,-0.7639
Bummer @united cancels my flight 2Florida! I just want to feel the sunshine  and see my family I haven't seen in months! :( feels unfair,0,-0.7639
@AmericanAir Got a flight home tomorrow. Wasted vacation day today and now need to take off again tomorrow. Ugh!!,0,-0.7639
@AmericanAir Both you and #DFW should be embarrassed. Terrible job...and oh yeah you are in violation of the ... http://t.co/lELdTYuXZY,0,-0.765
"@united yesterday an employee admitted that he wasted time to make us lose our flight because ""he did not like us""",0,-0.7657
@americanair you are a disgrace. Customer Service is dreadful. If issue not resolved I am never flying AA again (which I did regularly),0,-0.7662
JETBLUE HATES ME: http://t.co/CAD8Duai1O #boycottjetblue @JetBlue You just lost another passenger. I hope you go bankrupt; you deserve it.,0,-0.7672
.@SouthwestAir I am so disgusted with you all. How do you cancel a flight that hasn't left yet due to fog in the arrival city? Fog lifts!,0,-0.7689
@AmericanAir OMG AA. What have you done merging with US Air? Totally ruined my trips to ELP. Now I am forced to connx via Terminal B Mesa!,0,-0.7707
@SouthwestAir As feared. it did NOT arrive! If I don't get my bag by tonight. my trip is ruined. As a loyal SW flier. this is disappointing,0,-0.7712
Second time in a row @United has screwed me. Last time we lost a day of vacation now I'm missing all of Halloween #customerscome2nd,0,-0.7717
@AmericanAir what a terrible and disorganized terminal at JFK. It's actually mind boggling how inconvenient this check in has been.,0,-0.7717
@united So my options are pay $1.300 or check my guitar? http://t.co/P5cCqFL0jm Both bad options. Bummer. I'll leave it at home instead.,0,-0.7717
On-time departure; cleared upgrade. That it's rare means criticism. not praise. which'll be lost on @AmericanAir #willneverflywithjimevans,0,-0.7733
@united The damaged baggage page says you're not responsible for the feet of my suitcase. and that's what was damaged.,0,-0.7758
@SouthwestAir your incompetent staff put my sister and her husband in the wrong line &amp; caused them to miss their flight for their honeymoon,0,-0.7783
@DeltaAssist flight delay again which has happened last flight and now stuck in Atlanta again in bad hotel again with very little guidance,0,-0.7783
@JetBlue - disgusted. $650 for a flight with no tv and no compensations. JetBlue? Never again.,0,-0.7783
@DeltaAssist I missed a flight - by your error - and now have to fly out tomorrow morning. Why am I being denied meal vouchers?,0,-0.7783
Passengers stuck on @United. outraged by delay http://t.co/kK17fg70jG,0,-0.7783
@AlaskaAir Why are your SEA-BOS fares so crappy lately? I used to always fly with you there but lately your fares have been awful.,0,-0.7788
@jetblue flight 810. Diverted destination landing into a different state; no updates. cant leave the plane. no water- problems both ways!!!,0,-0.78
@SouthwestAir You have MISSED today for me. You have wreaked all kinds of havoc on my Christmas travel. #NeverFlyingSouthWestAgain,0,-0.7804
@united you never seem to amaze me how much your call centers hate your customers!,0,-0.7809
I for one find this a bullshit issue. IF there is an animal in the crate blame a worker not @united as a whole. http://t.co/uSGqciOHyM,0,-0.7845
@SouthwestAir I am so upset about what happened on my flight last night. Gifts and merchandise RUINED. and no sympathy.,0,-0.7845
@AmericanAir is terrible. What a busch league airline. Lose our bags and then give us the run around. Wouldn't recommend.,0,-0.7851
@united so tired of bad service #rudepeople,0,-0.788
No wifi ABQ 2 DEN @SouthwestAir so no Bronco game :(,0,-0.7886
@JetBlue Frustrated!!! I was informed my flight tomorrow was moved to another airport. Then I was informed by another rep it was an error.,0,-0.7891
@JetBlue After the day you guys have put me through_ We may have to break up. Its been progressively worse. Culminating in a disastrous day,0,-0.7906
@JetBlue #FlyingItForward My nephew was killed. Need to fly to The Bahamas for my sister and for  the funeral this weekend March 7.,1,-0.7906
@united flight 5637 delayed 3 times   Stuck in SFO. going to miss my meeting.   Nothing can be done  Bad services as usual #neveragain,0,-0.7906
Southwest Airlines is a bunch on lying pieces of shit @SouthwestAir,0,-0.7906
. @AmericanAir why did you cancel the 6am LGA -&gt; MIA? Ruined my day.,0,-0.7925
@VirginAmerica hi - trying to book flights but keep getting a 'whoa' error at the final stage - are there problems with the site?,0,-0.7964
Plane late but @SouthwestAir killing time with folks by holding a contest on who can name ingredients of a Chicago style hot dog. #wehavefun,1,-0.7964
@AmericanAir strikes again. Another pointless 30 minute delay causing stressful connections,0,-0.7964
The @virginamerica terminal at SFO makes every other terminal feel like a punishment for bad behavior. :(,0,-0.7964
@VirginAmerica hate to complain but you're not making me a believer. 6:30 SFO =&gt; LA and no crew. 2nd flight is as many days not going well.,0,-0.7976
.@SouthwestAir's wifi = worse than dialup... So I'm watching the pens game via Twitter. Worst,0,-0.802
Am travelling sick this a.m. so broke down and paid for #EvenMoreSpace from @JetBlue. Will never fly w/o it again. So luxurious! #legroom,0,-0.8024
"@SouthwestAir yikes! Return trip worse then ""To"" trip- mechanical issues caused initial delay. then weather! Tough tough! In 1 piece tho",0,-0.8061
@SouthwestAir No compassion to prevent suicide? Sometimes rules need to be broken! Start thinking! #BadPress,0,-0.8065
@AlaskaAir very dissatisfied with u 4 the first x after flying with you many years Still waiting 4 lost salmon shipment terrible customer sv,0,-0.807
Very unsatisfied with yet another broken headrest on my @AmericanAir flight. No one taller than 5 feet can sleep. even in an exit row.,0,-0.807
@VirginAmerica damaged our child's car seat and no one can seem to tell me how to file a claim or get reimbursed for the damage. #fail,0,-0.8074
On-Air rage: @United has #FoxNews blaring its divisive hate in its #EWR lounge,0,-0.8074
@AmericanAir literally almost killed me on the way to X-mas and made it worse coming home http://t.co/jZjc547Xdc,0,-0.8078
@AmericanAir no water on flight 4379 from SDF to MIA. crew states problem 1 year old. #fail. Why can't issue be resolved,0,-0.8101
Not impressed w @AmericanAir. Sat on runway for 3hrs+1hr on way to MCO. then lost our bags coming back. Lousy way to start &amp; end vacation.,0,-0.8102
"@AlaskaAir 381 SFO-PDX still ""on time"" after flight cancelled. Passengers abandoned. No rep. No notice. http://t.co/QtLOGicCVq",0,-0.8126
"An older Ned Flanders is angry with @united nearby. Used the words ""dadgum"" &amp; ""unhappy camper"". Heard him say that they've lost a customer.",0,-0.8126
I hate you @united I hate you so much,0,-0.8126
@DeltaAssist My family paid purchased 3 tickets yesterday but I may not be able to attend with them. Are we screwed with the extra tix? :/,1,-0.8126
@united UA5284 on time but parked at a broken jet way. Now taxi-ing all the way around the terminal to get to a working gate. Not impressed.,0,-0.8167
@americanair Hi.I filed a claim because the lock of 1 of my baggage was broken and some things got stolen. Dec 14 and no answer by now. SOS,0,-0.8176
Shame on @AlaskaAir for their treatment of cancer patient Elizabeth Sedway. #alaskaair #badcustomerservice,0,-0.8176
"Your killing me @SouthwestAir with your $73 airfare ""sale."" never anyplace I need to go. Sad face.",0,-0.8176
Bad day at work: @AlaskaAir plane makes emergency landing in Seattle after worker heard trapped in cargo hold after takeoff;  'appears okay',0,-0.8225
@DeltaAssist Air Europa bad DAL partner.  Caused 8 ppl to miss connecting. now to CDG. 5 total airports home. arrival tomorrow. Horrible CS,0,-0.8225
@AmericanAir I'm trying to submit a complaint via http://t.co/7JzNYtjEr4 and getting an error. Had a very bad experience on AA out of ORD...,0,-0.8268
@SouthwestAir I was told no comp for Chicago fiasco but when I picked up my DAMAGED bag. a guy gettin his bag at the same time got a voucher,0,-0.8271
@AmericanAir forced to check bag at gate bc no space only to see this. Travel is bad enuff without baggage claim http://t.co/OJAQws6pn9,0,-0.8271
@JetBlue your ass-licking to killer cops is disgusting.,0,-0.8271
@DeltaAssist  DL 1610. Seat 12c broke.  Den to DET.   seat on my flight to den was also broke.  What is wrong?,0,-0.8271
@VirginAmerica you are killing me!!! Trying to buy 2 flights and your website is a mess. #cybermondayFAIL Don't tell me to call- 1.5 hr wait,0,-0.8306
Wonder how much bad PR @united has earned from not honoring mistaken fares vs how much the lower fares cost themselves. I doubt it's close,0,-0.8313
US DoT Fines @SouthwestAir  $1.6m for Violating Tarmac Delay Rule. Largest civil penalty so far. Next time? http://t.co/JZofKfQKIA,0,-0.8316
@AlaskaAir self bag-tag is the worst! I hate getting paper cuts right before security,0,-0.8356
@JetBlue that was some messed up thing to do. The pilot was accusing unfairly. You have lost a costumer. And i will give bad reviews.,0,-0.836
@AmericanAir Third week in a row AA from JFK to MiA 743pm delayed always mechanical problems. Old planes poor service,0,-0.836
Pardon me timeline. you will have to excuse my ignorance for the next few tweets but bitch. no. @SouthwestAir,0,-0.8381
@AmericanAir 3 very poor experiences traveling on US as EXPs. 3 flts. 3 issues. No way 1500 words can summarize. Very disappointed.,0,-0.8396
@AlaskaAir I was rebooked for a flight that arrives this evening- the race was this morning so no :-( had to miss my race :-(,0,-0.8411
Ugh no TV screen on a flight to New York!?! Bad form @AmericanAir,0,-0.8436
@JetBlue Disappointed that crew didn't assist the mom w/the sick child on 328 on 10/28 Wasn't pleasant for nearby passengers #nofunonflight,0,-0.8443
@SouthwestAir y'all are so worthless. No wonder everybody hates flying now.,0,-0.845
Angry about the damage caused to my bag by @united ground staff at LFT this morning! Saw them drop it! http://t.co/Q5oRWMYy9u,0,-0.8475
Not going to make 1K on @united this year after a few cancelled trips :( Also missing out on the new LAX to MEL route. Heart = Broken.,0,-0.8481
Delayed @SouthwestAir flight + the crappy LAX terminal = misery,0,-0.8481
Not super happy with @AlaskaAir today... Both flights delayed by more than 45 minutes!!!! Never used to have so many delays!,0,-0.8486
@AmericanAir im stuck in JFK. i supposed to be already in Spain. Whats going on ???? Im so mad with all this !!!!,0,-0.8498
I hate you guys! @SouthwestAir your fares are way too high!! Wtf,0,-0.8547
"@united It's really miserable; I checked amenities and it's mentioned ""individual video screens"". Disappointing and misleading",0,-0.8553
Come on @united. First plane was broken. then we boarded the wrong one. This is painful!,0,-0.8553
@jetblue Brutal. Missed that. and also missed the Mosaic second chance (and have booked/flown 6 legs since then).. :(,0,-0.8555
Airplane flight #3: done Airplane fight #4: delayed severely due to the stupidity of @united,0,-0.8555
@JetBlue besides your terrible wifi. my directv is broken too. I get two channels where the sound works. Not a great experience I must say,0,-0.8589
today @AmericanAir said they need a death certificate for my Dad when my Mom was trying to cancel a flight. what a shitty move by them.,0,-0.8591
@AlaskaAir I Read Ya Guys Are Letting People's Dogs &amp; Pets Die In Your Planes. Slow Painful Deaths Too. Y'all Are About To Lose My Business.,0,-0.8591
Was 'randomly selected' for sickening breast/crotch assault by #LAX #TSA despite PreCheck. Makes me NEVER want 2travel. Tx America. @JetBlue,0,-0.8602
So sad @SouthwestAir cancelled all flights out of Islip had to cancel trip to see family for Easter and Disney..kids very upset _#staycation,0,-0.8608
OMG. I am on hold with @SouthwestAir and they won't shut up. Nonstop stupid stupid loud chatter. I am longing for dull showtunes. #theworst,0,-0.8625
@AmericanAir My bag was badly damaged returning from JFK to Dublin lat Wednesday. very unhappy!!,0,-0.865
Shame on you @AmericanAir for refusing to apply common sense. Even the customer service guy saw it's stupid! London-Barcelona-London-LAX?!,0,-0.8684
"@AmericanAir your stupid PA SYSTEM ISNT WORKING NOW while showing the ""safety"" video!! SAFTEY MY ASS!! get your plans fixed! #fail #worried",0,-0.869
@DeltaAssist doesn't look like I will make it tothe airport on time bad accident what time isthenext one . what does availability look like,0,-0.8696
@AlaskaAir Kicks women&amp;her family off AIRLINE Flight from Hawaii to SanJose because Women had Cancer and No Doctors Note! Shame on Alaska,0,-0.8748
@DeltaAssist Losing my EC seat due to flight cancel is rough.  No internet on new transcon flight is killer. #ventingwhiledelayed,0,-0.8779
@United Your incompetent and terrible handling of baggage (leading to delay) is embarrassing and has caused me incredible inconvenience.,0,-0.8834
The #friendlyskies are angry. punishing my my carrier switch to @AmericanAir - falling on upgrade list by the minute :(,0,-0.886
Killing time in BOS. Disappointed they don't have 2015 Super Bowl or Snow Bowl banners up at the @JetBlue terminal yet.,0,-0.8921
@DeltaAssist 2800$ pending charges for 940$ bill. no tickets. Worried about car payment. Horrible phone service blames me. wants next card.,0,-0.8934
#Breaking WTF! Plane makes emergency landing in Seattle after worker heard trapped in cargo hold; worker - @AlaskaAir http://t.co/g7JkNUfzTc,0,-0.8962
@SouthwestAir made this the worst birthday of my life... Lost my bag w/ NO reason whatsoever I give them too much money 4 this carelessness,0,-0.9018
@united on board video is racist as hell. Of course you chose the Asian girl to make a ridiculous origami airplane ..,0,-0.9022
@JetBlue i know im just 1 client but this trip will be my last w Jet Blue.. both of my suitcases were badly damaged opened contents broke,0,-0.9136
@AmericanAir worst traveling experience in my 29 years of living. 24 delay. no hotels. meaningless food vouchers lost a full day in Maui.,0,-0.9153
"@JetBlue Are you hungry. greedy ""MOTHER FUCKERS"" crazy pricing a flight 1 way to RI $153 and the return at $681 in December. You assholes",0,-0.9206
@AmericanAir What a major disappoint and waste of money. Business class was a waste of miles. Dirty. Tiny. And the arm rest was broken.,0,-0.9231
"welp. I guess I don't need to fly @AlaskaAir ever.  she was ""inconvenienced""???  SHE MISSED GETTING CHEMO FOR HER CANCER ASSHOLES.",0,-0.9342
Wow. @JetBlue used to be my go to. but they're getting worse and worse and worse. Have had terrible experiences with them.,0,-0.9451
